trial,brick_id,arm,pos_err_m,yaw_err_deg,offset_u_m,offset_v_m,time_to_place_s,rrt_nodes,rrt_path_length,trial_collisions,build_time_s
23,5,right,0.01157142326529182,0.828632068445182,-0.0033938324901302335,0.0032975746666434385,1.973903240190112,1036,4.107057681559702,2,19.28198143878995
23,6,right,0.003877131872270641,0.49427981001394017,-0.0037804950615340166,-0.003171464622414823,1.708844236326841,888,2.7133126326454375,2,19.28198143878995
23,7,right,0.011368507836550532,2.8857413820578355,-0.0018659333995456541,-0.0013541533528931855,2.041203969431337,796,3.882436703251056,2,19.28198143878995
23,8,right,0.012478002723211666,0.3919184707322606,-0.00672858627610353,0.004387065790420083,2.3051607619854955,907,2.2254497347010713,2,19.28198143878995
24,1,left,0.012851534766892624,0.2447921986551268,0.006093091298897577,-0.0049750066967467355,2.1131424388872895,921,3.0796941660613064,1,19.375522263199745
24,2,left,0.016291181614335522,1.1111565572713475,-0.002658072919448804,-0.0001191188470409337,2.124552286118185,875,3.0361404286527995,1,19.375522263199745
24,3,left,0.008369416153017832,1.4862210763358747,0.00023816115958537096,0.002882202922783392,1.5151446610396266,742,3.309521538129408,1,19.375522263199745
24,4,left,0.007971532579485937,0.9227237548965326,0.00559583305794672,0.001451946881854581,1.7915301660270604,731,3.5076944832148516,1,19.375522263199745
24,5,right,0.012886914664870372,0.6722145435794961,0.005163178247768673,0.0046764487433972575,1.6653974655332686,881,3.498908820457382,1,19.375522263199745
24,6,right,0.008229640285752631,1.4487697710160217,0.000527777377986012,0.0006587547815398325,1.879378231137568,1018,2.8397231265149294,1,19.375522263199745
24,7,right,0.0056507169489448845,1.7273724166205355,-0.007861780498592635,-0.006113185523204154,2.032356425681986,810,3.0461799559928333,1,19.375522263199745
24,8,right,0.010645512759566832,1.3387692136460188,0.004032685890578621,0.0014253842020440263,1.9523955813989666,886,3.617497359088198,1,19.375522263199745
25,1,left,0.0024121517689954745,4.154738126962688,0.001739312855510405,0.0004716985303085802,2.0658774198335563,954,3.0516887322151756,2,18.786753740508193
25,2,left,0.008942279482559577,0.8629160738846462,-0.007166192884346755,-0.003193418238378517,1.613611054925662,958,3.9235658168331087,2,18.786753740508193
25,3,left,0.013701315773881222,1.6349128029337199,-0.0027408598844319843,0.0003043422919501484,1.5033029940769957,921,2.774576108226113,2,18.786753740508193
25,4,left,0.008798540071646058,1.5257149346865575,-0.004699079170291006,-0.0034107677442313036,1.4030152762772536,878,2.967362426287358,2,18.786753740508193
25,5,right,0.0017959223506077808,0.9300177708812105,-0.0033274344338426825,0.003213913616788847,1.9686020734698204,889,3.4476420073859413,2,18.786753740508193
25,6,right,0.020986545142220522,0.9180980949007638,-0.004682600727866707,0.0015294621233283537,2.0536496358792276,666,3.676122281404047,2,18.786753740508193
25,7,right,0.004190530261411016,1.8152088205546528,-0.008797115894817253,-0.003281211185150012,2.2560537929221396,746,3.6515964403848074,2,18.786753740508193
25,8,right,0.007779591603830843,0.8501309566183852,0.0051973512051511715,0.002197283429288515,1.710997133539129,867,2.8547257350622894,2,18.786753740508193
26,1,left,0.014416916418740055,0.5028393561719474,-0.004809713044610703,-0.003823855206046518,2.1372843120366385,801,2.3278535165047245,1,15.299801763747158
26,2,left,0.023223246041055468,3.6051495026051947,0.0003384694030174246,0.0007361130269859965,1.6253103833229836,847,3.286121051976605,1,15.299801763747158
26,3,left,0.003901884348347974,0.4783820484593819,-0.003516309839853352,0.000492961978145748,1.7972946345510834,878,3.105547963288806,1,15.299801763747158
26,4,left,0.01792838661957293,1.1468316328480996,0.004779264183119982,-0.0007075027314425441,1.7821270559956826,908,3.8786346731883405,1,15.299801763747158
26,5,right,0.002638575167915184,2.5606857990277225,0.002932011146803843,0.0005118752356193785,1.7301078588953693,902,3.0991748738386575,1,15.299801763747158
26,6,right,0.02000742733673647,0.7396697588816158,-0.008161460625553046,0.0011721750782666884,2.052244501322918,918,3.5860681970914667,1,15.299801763747158
26,7,right,0.008351470548322911,1.3823024553825376,-0.0031849309687778837,0.006642457847375734,1.9233110295329607,846,3.373603929380043,1,15.299801763747158
26,8,right,0.00900741766118002,4.778622815787012,0.007132704686123244,0.0018770267147884619,1.8178326318922404,1042,3.4635189473464774,1,15.299801763747158
27,1,left,0.014360875222487118,4.030460396038791,0.0028596178039438794,4.404041966913386e-05,1.9293532068411134,910,3.1720804856951452,1,17.979607768749908
27,2,left,0.0026661027250631953,1.5390920272858617,0.00123246316176756,-0.0014342491732614734,2.3193554865479795,860,3.4637936857007587,1,17.979607768749908
27,3,left,0.006412344635048833,1.6421019185520307,0.005979329306990425,-0.0029810936313194496,1.9983374611500515,973,3.464014996716134,1,17.979607768749908
27,4,left,0.015665779506941643,0.3725104491908472,0.003962655399290622,0.0014937688028081359,1.8659626152277202,810,3.5067469173316246,1,17.979607768749908
27,5,right,0.0031011808893978386,2.914463053883919,0.00032271258769392245,0.0017493244069732294,1.7439637473764102,755,2.9589122547879114,1,17.979607768749908
27,6,right,0.0036284190356050024,2.2334159651973895,0.002278125483683902,-0.0009270670955887487,1.8978327172746612,977,3.187065152521914,1,17.979607768749908
27,7,right,0.010122775752098932,0.9947082655607716,-0.01186649437420277,-0.0007846857031992055,2.0377117556984774,797,3.186210053986147,1,17.979607768749908
27,8,right,0.008215010251962009,2.7013350985646234,-0.006922049498398564,0.0004753441514992049,2.355265697959711,962,3.1618856851944264,1,17.979607768749908
28,1,left,0.009871279131638629,1.5776424036613201,0.004912583702084652,0.0002837775988731005,2.2994018482909464,969,2.878189347910075,1,16.74131103133099
28,2,left,0.0007674238125170161,4.666454534637358,0.00463124575421897,-0.000839030493398679,1.9097861806531964,1012,2.781085141446476,1,16.74131103133099
28,3,left,0.004807386568980665,4.330705134374662,0.0011914717240891011,0.0014681518168152274,1.8792700092472572,905,3.243013672021454,1,16.74131103133099
28,4,left,0.008860392543276144,1.5330874091668987,-0.004854755909646239,0.00020301377418812863,1.8392563540963724,915,4.0826101228561615,1,16.74131103133099
28,5,right,0.0059049088858350585,1.841077240346579,0.014027070715032992,-0.0011341178751944302,1.9114382905756095,836,3.059390105942683,1,16.74131103133099
28,6,right,0.008995735641586632,1.3914569004141444,-0.0005697918635560304,-0.0009965055895170161,2.516356798065068,931,2.912207381608581,1,16.74131103133099
28,7,right,0.005222944951007724,4.786427555727327,-0.0003810520466296123,0.002194477223822804,1.8344825791010957,813,3.289718922872638,1,16.74131103133099
28,8,right,0.010403837138799589,0.7143277625416034,-0.004463165562573805,-0.00156461593435915,1.8931709216903296,1004,3.45336861641094,1,16.74131103133099
29,1,left,0.012988845684569802,0.1744643376539068,-0.003697050505047143,-0.0025524588671480787,1.8617679368131277,876,2.713358513884238,1,19.209986751357746
29,2,left,0.009340169470149652,3.5661198619150523,-0.002240453620943294,0.006363430207901002,2.077747001208472,751,2.799049701693513,1,19.209986751357746
29,3,left,0.0010379880438887374,1.1269168655679997,0.012065556674403085,0.0016469486222307325,2.091111147710962,825,2.8003420434675954,1,19.209986751357746
29,4,left,0.008147221996387819,0.08621305973132576,8.443249724102884e-05,-0.0006454474973133868,1.6782549654689314,856,3.129256322570882,1,19.209986751357746
29,5,right,0.008363200094440191,1.8485137229705226,-0.002736937176692147,0.0013129670206029186,1.970223207864225,865,3.516157390786469,1,19.209986751357746
29,6,right,0.011918341364623893,2.2669925440318934,8.338925599506714e-05,3.383308985598042e-05,1.9139141827655108,848,2.6057751987075717,1,19.209986751357746
29,7,right,0.008370717784116015,1.251596088448575,-0.006597950075066049,0.0007028950811306931,2.0589573435314614,946,4.074345506567051,1,19.209986751357746
29,8,right,0.009109158124843388,0.5534632026796048,0.009496976680640002,-0.002770439339799911,1.8696731432048692,896,3.163923034649045,1,19.209986751357746
